PO_No,Vendor,Order_Date,Last_Receiving_No,Last_Receipt_Date,Outstanding_Qty,Days_Difference,Delivery_Status,Month
PO/SIL/26/00586,RAYLENSE OPTO ELECTRONICS INDUSTRIES PRIVATE LIMITED,2025-10-14,PPR/SIL/26/1908,2025-10-14,0.0,0.0,≤15 days,2025-10
PO/SIL/26/00587,DURVESH ENTERPRISES,2025-10-14,PPR/SIL/26/1913,2025-10-14,0.0,0.0,≤15 days,2025-10
PO/SIL/26/00588,nan,2025-10-15,NAN,,0.0,,No Receipt,NaT
PO/SIL/26/00589,PRINT LINE,2025-10-10,PPR/SIL/26/2372,2025-11-05,11.0,26.0,>15 days,2025-11
PO/SIL/26/00590,HITECH SCREWS and RIVETS,2025-10-10,NAN,,50.0,,No Receipt,NaT
PO/SIL/26/00591,ACN PLASTIC,2025-10-15,PPR/SIL/26/2101,2025-10-24,0.0,9.0,≤15 days,2025-10
PO/SIL/26/00592,RUPAL PLASTICS PVT LTD,2025-10-17,PPR/SIL/26/2022,2025-10-17,0.0,0.0,≤15 days,2025-10
PO/SIL/26/00593,ACN PLASTIC,2025-11-01,PPR/SIL/26/2382,2025-11-08,0.0,7.0,≤15 days,2025-11
PO/SIL/26/00594,Deon Tapes Industries Private Limited,2025-11-01,PPR/SIL/26/2446,2025-11-13,114000.0,12.0,≤15 days,2025-11
PO/SIL/26/00595,SHRI RAM PETRO TRADE PRIVATE LIMITED,2025-10-30,PPR/SIL/26/2234,2025-10-31,0.0,1.0,≤15 days,2025-10
PO/SIL/26/00596,KASAT PLASTIC,2025-10-27,PPR/SIL/26/2177,2025-10-31,0.0,4.0,≤15 days,2025-10
PO/SIL/26/00597,ACN PLASTIC,2025-10-17,PPR/SIL/26/2383,2025-11-08,0.0,22.0,>15 days,2025-11
PO/SIL/26/00598,nan,2025-10-27,NAN,,0.0,,No Receipt,NaT
PO/SIL/26/00599,HARIA METALS,2025-11-01,PPR/SIL/26/2432,2025-11-11,7927.0,10.0,≤15 days,2025-11
PO/SIL/26/00600,Venus Industries,2025-11-01,PPR/SIL/26/2431,2025-11-11,1049.9,10.0,≤15 days,2025-11
PO/SIL/26/00601,BHAGYODAY PRODUCTS,2025-11-01,PPR/SIL/26/2428,2025-11-11,112.4,10.0,≤15 days,2025-11
PO/SIL/26/00602,BNB ENTERPRISE,2025-11-01,PPR/SIL/26/2429,2025-11-11,1000.0,10.0,≤15 days,2025-11
PO/SIL/26/00603,HITECH SCREWS and RIVETS,2025-11-01,NAN,,1750.0,,No Receipt,NaT
PO/SIL/26/00604,P.P.ASSEMBLING,2025-11-01,PPR/SIL/26/2392,2025-11-10,50.0,9.0,≤15 days,2025-11
PO/SIL/26/00605,RAJESHREE INDUSTRIES,2025-11-01,PPR/SIL/26/2366,2025-11-05,12700.0,4.0,≤15 days,2025-11
PO/SIL/26/00606,SADGURU INDUSTRIES,2025-11-01,PPR/SIL/26/2393,2025-11-10,4500.0,9.0,≤15 days,2025-11
PO/SIL/26/00607,OM INDUSTRIES-NEW,2025-11-01,NAN,,100000.0,,No Receipt,NaT
PO/SIL/26/00608,PRAGATI ENTERPRISES,2025-11-01,PPR/SIL/26/2357,2025-11-03,0.0,2.0,≤15 days,2025-11
PO/SIL/26/00609,MORYA ENTERPRISES,2025-11-01,NAN,,4000.0,,No Receipt,NaT
PO/SIL/26/00610,TIRUPATI SALES CORPORATION,2025-11-01,NAN,,224.0,,No Receipt,NaT
PO/SIL/26/00611,PARTHIV PLASTIC IND,2025-11-01,NAN,,398320.0,,No Receipt,NaT
PO/SIL/26/00612,HARI OM KIRANA STORE,2025-11-01,NAN,,120.0,,No Receipt,NaT
PO/SIL/26/00613,INDRAMANI ENTERPRISES,2025-11-01,PPR/SIL/26/2387,2025-11-10,143000.0,9.0,≤15 days,2025-11
PO/SIL/26/00614,GIRI ENTERPRISES,2025-11-01,NAN,,185000.0,,No Receipt,NaT
PO/SIL/26/00615,TANISHA ENTERPRISES,2025-11-01,NAN,,150000.0,,No Receipt,NaT
PO/SIL/26/00616,Neha Enterprises,2025-11-01,PPR/SIL/26/2364,2025-11-05,0.0,4.0,≤15 days,2025-11
PO/SIL/26/00617,SHREE BALAJI PRINTERS,2025-11-01,NAN,,68000.0,,No Receipt,NaT
PO/SIL/26/00618,AMAN SPRING PRODUCTS,2025-11-01,PPR/SIL/26/2385,2025-11-08,0.0,7.0,≤15 days,2025-11
PO/SIL/26/00619,LALIT ENTERPRISES,2025-11-01,NAN,,36000.0,,No Receipt,NaT
PO/SIL/26/00620,SATYAM SPRING WORKS,2025-11-01,PPR/SIL/26/2384,2025-11-08,0.0,7.0,≤15 days,2025-11
PO/SIL/26/00621,G R INDUSTRIES,2025-11-01,PPR/SIL/26/2368,2025-11-05,0.0,4.0,≤15 days,2025-11
PO/SIL/26/00622,Gyanesh Print And Pack,2025-11-01,PPR/SIL/26/2440,2025-11-12,311.0,11.0,≤15 days,2025-11
PO/SIL/26/00623,Kuloday Compu Forms,2025-11-01,NAN,,75000.0,,No Receipt,NaT
PO/SIL/26/00624,A.K.PACKAGING,2025-11-01,PPR/SIL/26/2390,2025-11-10,41725.0,9.0,≤15 days,2025-11
PO/SIL/26/00625,PERFECT PACKERS,2025-11-01,PPR/SIL/26/2423,2025-11-11,73720.0,10.0,≤15 days,2025-11
PO/SIL/26/00626,MUKTA PACKAGING,2025-11-01,NAN,,760000.0,,No Receipt,NaT
PO/SIL/26/00627,PRINT LINE,2025-11-01,PPR/SIL/26/2394,2025-11-10,520855.0,9.0,≤15 days,2025-11
PO/SIL/26/00628,BHAUSAHEB B. PATIL,2025-11-01,NAN,,5000.0,,No Receipt,NaT
PO/SIL/26/00629,Earth Poly Pack,2025-11-01,PPR/SIL/26/2391,2025-11-10,0.0,9.0,≤15 days,2025-11
PO/SIL/26/00630,Ramaya Packaging,2025-11-01,PPR/SIL/26/2361,2025-11-04,0.0,3.0,≤15 days,2025-11
PO/SIL/26/00631,WITCO POTTERIES,2025-11-01,NAN,,170.0,,No Receipt,NaT
PO/SIL/26/00632,SWAROOP CERAMIC,2025-11-01,PPR/SIL/26/2424,2025-11-11,10719.5,10.0,≤15 days,2025-11
PO/SIL/26/00633,VENUS COLOURANTS,2025-11-01,PPR/SIL/26/2386,2025-11-08,0.25,7.0,≤15 days,2025-11
PO/SIL/26/00634,DHARMIN ENTERPRISE,2025-11-01,PPR/SIL/26/2376,2025-11-07,0.0,6.0,≤15 days,2025-11
PO/SIL/26/00635,AMAR INDUSTRIES - SL,2025-11-01,PPR/SIL/26/2355,2025-11-01,200.0,0.0,≤15 days,2025-11
PO/SIL/26/00636,JAYESH INDUSTRIES,2025-11-01,PPR/SIL/26/2356,2025-11-03,220.0,2.0,≤15 days,2025-11
PO/SIL/26/00637,Angel Enterprise,2025-11-01,PPR/SIL/26/2427,2025-11-11,0.0,10.0,≤15 days,2025-11
PO/SIL/26/00638,Satish Brass Product,2025-11-01,PPR/SIL/26/2433,2025-11-11,270.0,10.0,≤15 days,2025-11
PO/SIL/26/00639,NECTAR BRASS INDUSTRIES,2025-11-01,PPR/SIL/26/2434,2025-11-11,30.0,10.0,≤15 days,2025-11
PO/SIL/26/00640,ARIHANT INDUSTRIES,2025-11-01,NAN,,22000.0,,No Receipt,NaT
PO/SIL/26/00641,RAJAN ELETRICALS,2025-11-01,PPR/SIL/26/2441,2025-11-12,37400.0,11.0,≤15 days,2025-11
PO/SIL/26/00642,ASHOK DIES WORKS,2025-11-01,PPR/SIL/26/2388,2025-11-10,0.0,9.0,≤15 days,2025-11
PO/SIL/26/00643,PRITAM CERAMICS,2025-11-01,NAN,,150.0,,No Receipt,NaT
PO/SIL/26/00644,RAYLENSE OPTO ELECTRONICS INDUSTRIES PRIVATE LIMITED,2025-11-01,PPR/SIL/26/2426,2025-11-12,222480.0,11.0,≤15 days,2025-11
PO/SIL/26/00645,PACKAGING POINT,2025-10-30,PPR/SIL/26/2360,2025-11-04,0.0,5.0,≤15 days,2025-11
PO/SIL/26/00646,Gyanesh Print And Pack,2025-10-31,PPR/SIL/26/2175,2025-10-29,0.0,-2.0,No Receipt,2025-10
PO/SIL/26/00647,Ramaya Packaging,2025-11-01,PPR/SIL/26/2362,2025-11-04,0.0,3.0,≤15 days,2025-11
PO/SIL/26/00648,Ramaya Packaging,2025-11-01,PPR/SIL/26/2363,2025-11-04,0.0,3.0,≤15 days,2025-11
PO/SIL/26/00649,PARTHIV PLASTIC IND,2025-10-31,PPR/SIL/26/2272,2025-11-02,0.0,2.0,≤15 days,2025-11
PO/SIL/26/00650,nan,2025-11-04,NAN,,0.0,,No Receipt,NaT
PO/SIL/26/00651,SHIV ENTERPRISES,2025-11-04,NAN,,48000.0,,No Receipt,NaT
PO/SIL/26/00652,PRINTSOUK,2025-11-07,NAN,,220000.0,,No Receipt,NaT
PO/SIL/26/00653,Venus Industries,2025-11-07,NAN,,500.0,,No Receipt,NaT
PO/SIL/26/00654,Shivam Packaging,2025-11-06,NAN,,25000.0,,No Receipt,NaT
PO/SIL/26/00655,HARIA METALS,2025-11-10,NAN,,1497.0,,No Receipt,NaT
PO/SIL/26/00656,PARTHIV PLASTIC IND,2025-11-10,NAN,,290000.0,,No Receipt,NaT
PO/SIL/26/00657,ARIHANT INDUSTRIES,2025-11-10,NAN,,10000.0,,No Receipt,NaT
PO/SIL/26/00658,ARIHANT INDUSTRIES,2025-11-10,NAN,,10000.0,,No Receipt,NaT
PO/SIL/26/00659,SADGURU INDUSTRIES,2025-11-10,NAN,,10000.0,,No Receipt,NaT
PO/SIL/26/00660,SHREEDUTT INDUSTRIES,2025-11-10,NAN,,40000.0,,No Receipt,NaT
PO/SIL/26/00661,SRI DURGE ENTERPRISES,2025-11-11,NAN,,2000.0,,No Receipt,NaT
PO/SIL/26/00662,EKAKSH POLYMERS,2025-11-11,NAN,,6500.0,,No Receipt,NaT
PO/SIL/26/00663,PARTHIV PLASTIC IND,2025-11-11,NAN,,225000.0,,No Receipt,NaT
PO/SIL/26/00664,BHAGYODAY PRODUCTS,2025-11-11,NAN,,470.0,,No Receipt,NaT
PO/SIL/26/00665,DHARMIN ENTERPRISE,2025-11-11,NAN,,3700.0,,No Receipt,NaT
PO/VAS/26/00001,Chintamani Enterprises,2025-04-01,PPR/VAS/26/00127,2025-04-23,3000.0,22.0,>15 days,2025-04
PO/VAS/26/00002,TWOBROS AND CO,2025-04-01,PPR/VAS/26/00122,2025-04-23,10200.0,22.0,>15 days,2025-04
PO/VAS/26/00003,Radiant Electronics,2025-04-01,PPR/VAS/26/00006,2025-04-02,0.0,1.0,≤15 days,2025-04
PO/VAS/26/00004,TISO INDUSTRIES,2025-04-01,PPR/VAS/26/01518,2025-09-25,15869.0,177.0,>15 days,2025-09
PO/VAS/26/00005,JAI AMBE ENTERPRISE,2025-04-01,PPR/VAS/26/00090,2025-04-24,8000.0,23.0,>15 days,2025-04
PO/VAS/26/00006,PRAGATI ENTERPRISES,2025-04-01,PPR/VAS/26/00131,2025-04-29,0.0,28.0,>15 days,2025-04
PO/VAS/26/00007,M.R.ENGINEERING,2025-04-01,PPR/VAS/26/00104,2025-04-26,0.0,25.0,>15 days,2025-04
PO/VAS/26/00008,ARCHANA ENTERPRISES,2025-04-01,PPR/VAS/26/00113,2025-04-28,3500.0,27.0,>15 days,2025-04
PO/VAS/26/00009,VIVANI ELECTRONICS,2025-04-01,PPR/VAS/26/00084,2025-04-24,0.0,23.0,>15 days,2025-04
PO/VAS/26/00010,MORYA ENTERPRISES,2025-04-01,PPR/VAS/26/00155,2025-04-30,600.0,29.0,>15 days,2025-04
PO/VAS/26/00011,KINJAL ENGINEERING WORKS,2025-04-01,PPR/VAS/26/00757,2025-06-30,1160.0,90.0,>15 days,2025-06
PO/VAS/26/00012,Kurz India Pvt. Ltd.,2025-04-01,PPR/VAS/26/00371,2025-04-07,0.0,6.0,≤15 days,2025-04
PO/VAS/26/00013,Ramaya Packaging,2025-04-01,PPR/VAS/26/00009,2025-04-04,5.0,3.0,≤15 days,2025-04
PO/VAS/26/00014,Kuloday Compu Forms,2025-04-01,PPR/VAS/26/00035,2025-04-15,0.0,14.0,≤15 days,2025-04
PO/VAS/26/00015,SHREE BALAJI PRINTERS,2025-04-01,PPR/VAS/26/00136,2025-04-23,0.0,22.0,>15 days,2025-04
PO/VAS/26/00016,Gyanesh Print And Pack,2025-04-01,PPR/VAS/26/01214,2025-08-25,2341.0,146.0,>15 days,2025-08
PO/VAS/26/00017,PRINT LINE,2025-04-01,PPR/VAS/26/00737,2025-06-18,0.0,78.0,>15 days,2025-06
PO/VAS/26/00018,MOKSH TRADING CO,2025-04-01,PPR/VAS/26/00392,2025-05-19,0.0,48.0,>15 days,2025-05
PO/VAS/26/00019,PRINTSOUK,2025-04-01,PPR/VAS/26/00139,2025-04-29,625.0,28.0,>15 days,2025-04
PO/VAS/26/00020,KANKAI ENTERPRISES,2025-04-01,PPR/VAS/26/00068,2025-04-22,0.0,21.0,>15 days,2025-04
PO/VAS/26/00021,RAJIV PLASTICS INDUSTRIES,2025-04-01,PPR/VAS/26/00028,2025-04-12,125.0,11.0,≤15 days,2025-04
PO/VAS/26/00022,Bombay Electrical components,2025-04-01,PPR/VAS/26/00005,2025-04-02,0.0,1.0,≤15 days,2025-04
PO/VAS/26/00023,MEHTA AND COMPANY,2025-04-01,PPR/VAS/26/00709,2025-06-26,796.0,86.0,>15 days,2025-06
PO/VAS/26/00024,GEO-BOND ADHESIVES,2025-04-01,PPR/VAS/26/00025,2025-04-11,0.0,10.0,≤15 days,2025-04
PO/VAS/26/00025,RIDDHI SIDDHI CORPORATION,2025-04-01,PPR/VAS/26/00001,2025-04-12,500.0,11.0,≤15 days,2025-04
PO/VAS/26/00026,Harshali Optoelectronics Private Limited,2025-04-01,PPR/VAS/26/00152,2025-04-10,160.0,9.0,≤15 days,2025-04
PO/VAS/26/00027,Lumirise Private Limited,2025-04-01,PPR/VAS/26/01450,2025-09-18,150.0,170.0,>15 days,2025-09
PO/VAS/26/00028,LEMONLITE,2025-04-01,PPR/VAS/26/00055,2025-04-16,0.0,15.0,≤15 days,2025-04
PO/VAS/26/00029,NAVKAR ELECTRICALS,2025-04-01,PPR/VAS/26/00199,2025-04-30,0.0,29.0,>15 days,2025-04
PO/VAS/26/00030,NEELANJ BUSINESS SOLUTION LLP,2025-04-01,NAN,,202.0,,No Receipt,NaT
PO/VAS/26/00031,RK FLEX PRINTERS AND DIGITAL WORKS,2025-04-01,NAN,,2930.0,,No Receipt,NaT
PO/VAS/26/00032,RAJAN ELETRICALS,2025-04-01,PPR/VAS/26/00238,2025-04-26,0.0,25.0,>15 days,2025-04
PO/VAS/26/00033,PRINT SHOPPE,2025-04-01,PPR/VAS/26/00054,2025-04-18,0.0,17.0,>15 days,2025-04
PO/VAS/26/00034,MAHAVIR COMPUTER STATIONERY & XEROX,2025-04-01,PPR/VAS/26/00036,2025-04-15,0.0,14.0,≤15 days,2025-04
PO/VAS/26/00035,TANISHA ENTERPRISES,2025-04-01,PPR/VAS/26/00031,2025-04-14,0.0,13.0,≤15 days,2025-04
PO/VAS/26/00036,DURGESH METAL FINISHING WORKS,2025-04-01,PPR/VAS/26/00663,2025-06-26,103.0,86.0,>15 days,2025-06
PO/VAS/26/00037,Krisel polymers,2025-04-16,PPR/VAS/26/00004,2025-04-11,0.0,-5.0,No Receipt,2025-04
PO/VAS/26/00038,RUPAL PLASTICS PVT LTD,2025-04-01,PPR/VAS/26/00116,2025-04-08,0.0,7.0,≤15 days,2025-04
PO/VAS/26/00039,ACN PLASTIC,2025-04-01,PPR/VAS/26/00077,2025-04-09,0.0,8.0,≤15 days,2025-04
PO/VAS/26/00040,ACN PLASTIC,2025-04-01,PPR/VAS/26/00070,2025-04-17,0.0,16.0,>15 days,2025-04
PO/VAS/26/00041,RUPAL PLASTICS PVT LTD,2025-04-01,PPR/VAS/26/00092,2025-04-15,0.0,14.0,≤15 days,2025-04
PO/VAS/26/00042,RIDDHI SIDDHI CORPORATION,2025-04-01,PPR/VAS/26/00079,2025-04-15,0.0,14.0,≤15 days,2025-04
PO/VAS/26/00043,RIDDHI SIDDHI CORPORATION,2025-04-22,PPR/VAS/26/00071,2025-04-15,1000.0,-7.0,No Receipt,2025-04
PO/VAS/26/00044,RIDDHI SIDDHI CORPORATION,2025-04-23,PPR/VAS/26/00102,2025-04-25,0.0,2.0,≤15 days,2025-04
PO/VAS/26/00045,RIDDHI SIDDHI CORPORATION,2025-04-23,PPR/VAS/26/00151,2025-04-25,0.0,2.0,≤15 days,2025-04
PO/VAS/26/00046,CHHEDA ENTERPRISES,2025-04-23,NAN,,600.0,,No Receipt,NaT
PO/VAS/26/00047,RAJU HOTKAR,2025-04-23,PPR/VAS/26/00106,2025-04-26,0.0,3.0,≤15 days,2025-04
PO/VAS/26/00048,TISO INDUSTRIES,2025-04-23,PPR/VAS/26/01458,2025-09-18,3682.0,148.0,>15 days,2025-09
PO/VAS/26/00049,MORYA ENTERPRISES,2025-04-23,PPR/VAS/26/00154,2025-04-28,0.0,5.0,≤15 days,2025-04
PO/VAS/26/00050,Gyanesh Print And Pack,2025-04-23,PPR/VAS/26/01044,2025-07-30,9.0,98.0,>15 days,2025-07
PO/VAS/26/00051,PRINT LINE,2025-04-23,PPR/VAS/26/00112,2025-04-21,500.0,-2.0,No Receipt,2025-04
PO/VAS/26/00052,MOKSH TRADING CO,2025-04-23,PPR/VAS/26/00137,2025-04-23,0.0,0.0,≤15 days,2025-04
PO/VAS/26/00053,KANKAI ENTERPRISES,2025-04-23,PPR/VAS/26/00334,2025-05-22,0.0,29.0,>15 days,2025-05
PO/VAS/26/00054,MEHTA AND COMPANY,2025-04-23,PPR/VAS/26/00142,2025-04-30,0.0,7.0,≤15 days,2025-04
PO/VAS/26/00055,RK FLEX PRINTERS AND DIGITAL WORKS,2025-04-25,PPR/VAS/26/00145,2025-04-18,9.4,-7.0,No Receipt,2025-04
PO/VAS/26/00056,TWOBROS AND CO,2025-04-25,PPR/VAS/26/00360,2025-04-14,10750.0,-11.0,No Receipt,2025-04
PO/VAS/26/00058,CREATIVE HOUSE,2025-04-25,PPR/VAS/26/00123,2025-04-05,0.0,-20.0,No Receipt,2025-04
PO/VAS/26/00059,Dbright Advertising,2025-04-25,PPR/VAS/26/00146,2025-04-22,0.0,-3.0,No Receipt,2025-04
PO/VAS/26/00060,Gyanesh Print And Pack,2025-04-25,PPR/VAS/26/00229,2025-04-19,0.0,-6.0,No Receipt,2025-04
PO/VAS/26/00061,URVI PLASTIC INDUSTRIES,2025-05-01,PPR/VAS/26/00292,2025-05-06,0.0,5.0,≤15 days,2025-05
PO/VAS/26/00062,URVI PLASTIC INDUSTRIES,2025-05-01,PPR/VAS/26/00294,2025-05-05,0.0,4.0,≤15 days,2025-05
PO/VAS/26/00063,RUPAL PLASTICS PVT LTD,2025-05-01,PPR/VAS/26/00299,2025-05-05,0.0,4.0,≤15 days,2025-05
PO/VAS/26/00064,ACN PLASTIC,2025-05-01,PPR/VAS/26/00296,2025-05-17,0.0,16.0,>15 days,2025-05
PO/VAS/26/00065,Krisel polymers,2025-05-01,PPR/VAS/26/00278,2025-05-05,0.0,4.0,≤15 days,2025-05
PO/VAS/26/00066,RONCH POLYMERS PVT LTD,2025-04-22,PPR/VAS/26/00150,2025-04-23,0.0,1.0,≤15 days,2025-04
PO/VAS/26/00067,SHREE BALAJI PRINTERS,2025-04-29,PPR/VAS/26/00135,2025-04-23,0.0,-6.0,No Receipt,2025-04
PO/VAS/26/00068,SHREE BHERUNATH ENTERPRISES,2025-04-29,PPR/VAS/26/00144,2025-04-29,0.0,0.0,≤15 days,2025-04
PO/VAS/26/00069,RIDDHI SIDDHI CORPORATION,2025-05-01,PPR/VAS/26/00326,2025-05-21,0.0,20.0,>15 days,2025-05
PO/VAS/26/00070,ACN PLASTIC,2025-05-01,PPR/VAS/26/00297,2025-05-17,0.0,16.0,>15 days,2025-05
PO/VAS/26/00071,URVI PLASTIC INDUSTRIES,2025-05-01,PPR/VAS/26/00393,2025-05-29,0.0,28.0,>15 days,2025-05
PO/VAS/26/00072,RUPAL PLASTICS PVT LTD,2025-05-01,PPR/VAS/26/00301,2025-05-08,0.0,7.0,≤15 days,2025-05
PO/VAS/26/00073,Krisel polymers,2025-05-01,PPR/VAS/26/00291,2025-05-05,0.0,4.0,≤15 days,2025-05
PO/VAS/26/00074,RUPAL PLASTICS PVT LTD,2025-04-30,PPR/VAS/26/00162,2025-04-08,0.0,-22.0,No Receipt,2025-04
PO/VAS/26/00075,TISO INDUSTRIES,2025-04-30,PPR/VAS/26/00190,2025-04-30,0.0,0.0,≤15 days,2025-04
PO/VAS/26/00076,MEHTA AND COMPANY,2025-04-30,PPR/VAS/26/00185,2025-04-21,0.0,-9.0,No Receipt,2025-04
PO/VAS/26/00077,MORYA ENTERPRISES,2025-04-30,PPR/VAS/26/00164,2025-04-29,0.0,-1.0,No Receipt,2025-04
PO/VAS/26/00078,VISION INDUSTRIALS,2025-04-30,PPR/VAS/26/00166,2025-04-05,0.0,-25.0,No Receipt,2025-04
PO/VAS/26/00079,Ramaya Packaging,2025-04-30,PPR/VAS/26/00163,2025-04-16,0.0,-14.0,No Receipt,2025-04
PO/VAS/26/00080,Kurz India Pvt. Ltd.,2025-04-01,PPR/VAS/26/00372,2025-04-07,0.0,6.0,≤15 days,2025-04
PO/VAS/26/00081,KANKAI ENTERPRISES,2025-04-30,PPR/VAS/26/00382,2025-05-06,0.0,6.0,≤15 days,2025-05
PO/VAS/26/00082,ACN PLASTIC,2025-05-03,PPR/VAS/26/00178,2025-04-07,0.0,-26.0,No Receipt,2025-04
PO/VAS/26/00083,TISO INDUSTRIES,2025-04-30,PPR/VAS/26/00191,2025-04-16,0.694,-14.0,No Receipt,2025-04
PO/VAS/26/00084,KHUSHI MULTIPACK SOLUTIONS LLP,2025-04-30,PPR/VAS/26/00179,2025-04-21,0.0,-9.0,No Receipt,2025-04
PO/VAS/26/00085,P.P.PRODUCTS,2025-04-30,PPR/VAS/26/01935,2025-11-07,803.64,191.0,>15 days,2025-11
PO/VAS/26/00086,KGN LIGHTS PVT LTD,2025-05-07,PPR/VAS/26/01076,2025-07-28,32.0,82.0,>15 days,2025-07
PO/VAS/26/00087,Harshali Optoelectronics Private Limited,2025-05-07,PPR/VAS/26/00237,2025-05-12,0.0,5.0,≤15 days,2025-05
PO/VAS/26/00088,Lumirise Private Limited,2025-05-07,PPR/VAS/26/00502,2025-06-13,0.0,37.0,>15 days,2025-06
PO/VAS/26/00089,Fabrico,2025-05-01,PPR/VAS/26/00928,2025-07-10,5140.0,70.0,>15 days,2025-07
PO/VAS/26/00090,JAI AMBE ENTERPRISE,2025-05-01,PPR/VAS/26/00344,2025-05-26,0.0,25.0,>15 days,2025-05
PO/VAS/26/00091,PRAGATI ENTERPRISES,2025-05-01,PPR/VAS/26/00341,2025-05-26,0.0,25.0,>15 days,2025-05
PO/VAS/26/00092,M.R.ENGINEERING,2025-05-01,PPR/VAS/26/00369,2025-05-30,500.0,29.0,>15 days,2025-05
PO/VAS/26/00093,VIVANI ELECTRONICS,2025-05-01,PPR/VAS/26/00219,2025-05-07,0.0,6.0,≤15 days,2025-05
PO/VAS/26/00094,ARCHANA ENTERPRISES,2025-05-01,PPR/VAS/26/00328,2025-05-23,3000.0,22.0,>15 days,2025-05
PO/VAS/26/00095,KGK JET INDIA PRIVATE LIMITED,2025-05-01,PPR/VAS/26/00249,2025-05-06,0.0,5.0,≤15 days,2025-05
PO/VAS/26/00096,KINJAL ENGINEERING WORKS,2025-05-01,PPR/VAS/26/00756,2025-06-30,1105.0,60.0,>15 days,2025-06
PO/VAS/26/00097,Kurz India Pvt. Ltd.,2025-05-01,PPR/VAS/26/00359,2025-05-09,0.0,8.0,≤15 days,2025-05
PO/VAS/26/00098,MAHAVIR COMPUTER STATIONERY & XEROX,2025-05-01,PPR/VAS/26/00216,2025-05-06,0.0,5.0,≤15 days,2025-05
PO/VAS/26/00099,TISO INDUSTRIES,2025-05-01,PPR/VAS/26/01349,2025-09-11,27254.0,133.0,>15 days,2025-09
PO/VAS/26/00100,MORYA ENTERPRISES,2025-05-01,PPR/VAS/26/00234,2025-05-10,0.0,9.0,≤15 days,2025-05
PO/VAS/26/00101,Kuloday Compu Forms,2025-05-01,PPR/VAS/26/00223,2025-05-09,0.0,8.0,≤15 days,2025-05
PO/VAS/26/00102,SHREE BALAJI PRINTERS,2025-05-01,PPR/VAS/26/00408,2025-05-23,2000.0,22.0,>15 days,2025-05
PO/VAS/26/00103,Ramaya Packaging,2025-05-01,PPR/VAS/26/00252,2025-05-13,0.0,12.0,≤15 days,2025-05
PO/VAS/26/00104,Gyanesh Print And Pack,2025-05-01,PPR/VAS/26/00870,2025-07-10,1967.0,70.0,>15 days,2025-07
PO/VAS/26/00105,PRINT LINE,2025-05-01,PPR/VAS/26/00773,2025-06-28,2164.0,58.0,>15 days,2025-06
PO/VAS/26/00106,MOKSH TRADING CO,2025-05-01,PPR/VAS/26/00380,2025-05-31,873.0,30.0,>15 days,2025-05
PO/VAS/26/00107,PRINTSOUK,2025-05-01,PPR/VAS/26/00311,2025-05-20,0.0,19.0,>15 days,2025-05
PO/VAS/26/00108,KANKAI ENTERPRISES,2025-05-01,PPR/VAS/26/00335,2025-05-22,0.0,21.0,>15 days,2025-05
PO/VAS/26/00109,RAJIV PLASTICS INDUSTRIES,2025-05-01,PPR/VAS/26/00332,2025-05-24,0.0,23.0,>15 days,2025-05
PO/VAS/26/00110,Bombay Electrical components,2025-05-01,PPR/VAS/26/00206,2025-05-02,0.0,1.0,≤15 days,2025-05
PO/VAS/26/00111,MEHTA AND COMPANY,2025-05-01,PPR/VAS/26/00740,2025-06-30,1162.0,60.0,>15 days,2025-06
PO/VAS/26/00112,DURGESH METAL FINISHING WORKS,2025-05-01,PPR/VAS/26/00664,2025-06-26,0.0,56.0,>15 days,2025-06
PO/VAS/26/00113,GEO-BOND ADHESIVES,2025-05-01,PPR/VAS/26/00258,2025-05-15,0.0,14.0,≤15 days,2025-05
PO/VAS/26/00114,NAVKAR ELECTRICALS,2025-05-01,PPR/VAS/26/00368,2025-05-30,0.0,29.0,>15 days,2025-05
PO/VAS/26/00115,PRINTSOUK,2025-05-12,PPR/VAS/26/01249,2025-08-29,0.0,109.0,>15 days,2025-08
PO/VAS/26/00116,S M MODULAR LLP,2025-05-12,PPR/VAS/26/01729,2025-10-13,134.0,154.0,>15 days,2025-10
PO/VAS/26/00117,RAM LAL RAM CHANDRA (INDIA) LTD.,2025-05-13,PPR/VAS/26/00516,2025-06-14,0.0,32.0,>15 days,2025-06
PO/VAS/26/00118,Chintamani Enterprises,2025-05-13,NAN,,2000.0,,No Receipt,NaT
PO/VAS/26/00119,Magic Retail Ventures Pvt. Ltd.,2025-05-13,PPR/VAS/26/00854,2025-07-10,0.0,58.0,>15 days,2025-07
PO/VAS/26/00120,PRAGATI ENTERPRISES,2025-05-05,NAN,,0.0,,No Receipt,NaT
PO/VAS/26/00121,TISO INDUSTRIES,2025-05-13,PPR/VAS/26/00485,2025-06-12,267.0,30.0,>15 days,2025-06
PO/VAS/26/00122,Gyanesh Print And Pack,2025-05-13,PPR/VAS/26/00415,2025-05-31,1123.0,18.0,>15 days,2025-05
PO/VAS/26/00123,PRAGATI ENTERPRISES,2025-05-14,PPR/VAS/26/00312,2025-05-21,900.0,7.0,≤15 days,2025-05
PO/VAS/26/00124,JAI AMBE ENTERPRISE,2025-05-14,NAN,,2000.0,,No Receipt,NaT
PO/VAS/26/00125,TWOBROS AND CO,2025-05-10,PPR/VAS/26/00243,2025-05-10,0.0,0.0,≤15 days,2025-05
